@relation example

@attribute id numeric
@attribute gender {female,male}
@attribute age_category {21-24,33-36,25-28,51-80,17-20,29-32,37-50,13-16}
@attribute relationship {Single,Married,'In a relationship',Engaged}
@attribute privacy {2.0,7-10,3-4,21-64,11-20,5-6}
@attribute pos numeric
@attribute attitude numeric

@data
1200,female,17-20,Single,2.0,1,0
1201,female,17-20,Single,2.0,1,0
1202,female,17-20,Single,2.0,1,0
1203,female,17-20,Single,2.0,1,0
1204,female,17-20,Single,2.0,3,2
1205,male,21-24,Single,2.0,1,0
1206,male,21-24,Single,2.0,1,0
1207,male,21-24,Single,2.0,2,1
1208,male,21-24,Single,2.0,1,0
1209,male,21-24,Single,2.0,1,0
1210,male,21-24,Single,2.0,1,0
1211,male,21-24,Single,2.0,2,1
1212,male,21-24,Single,2.0,1,-1
1213,male,17-20,Single,2.0,1,0
1214,male,17-20,Single,2.0,1,0
1215,male,17-20,Single,2.0,1,-1
1216,male,17-20,Single,2.0,1,0
1217,male,17-20,Single,2.0,1,0
1218,male,17-20,Single,2.0,1,0
1219,male,17-20,Single,2.0,1,0
1220,male,17-20,Single,2.0,1,0
1221,male,17-20,Single,2.0,1,0
1222,female,17-20,'In a relationship',2.0,1,0
1223,female,17-20,'In a relationship',2.0,1,0
1224,female,17-20,'In a relationship',2.0,1,0
1225,female,17-20,'In a relationship',2.0,2,1
1226,female,17-20,'In a relationship',2.0,1,0
1227,female,17-20,'In a relationship',2.0,2,1
1228,female,17-20,'In a relationship',2.0,1,0
1229,female,17-20,'In a relationship',2.0,1,0
1230,female,17-20,Single,2.0,1,0
1231,female,17-20,Single,2.0,1,-1
1232,female,17-20,Single,2.0,1,0
1233,female,17-20,Single,2.0,1,0
1234,female,17-20,Single,2.0,1,0
1235,female,17-20,Single,2.0,1,0
1236,female,17-20,Single,2.0,1,0
1237,female,17-20,Single,2.0,1,0
1238,male,17-20,Single,2.0,1,0
1239,male,17-20,Single,2.0,1,0
1240,male,17-20,Single,2.0,1,0
1241,male,17-20,Single,2.0,1,0
1242,male,17-20,Single,2.0,1,0
1243,male,17-20,Single,2.0,1,0
1244,male,17-20,Single,2.0,1,-1
1245,male,17-20,Single,2.0,1,0
1246,male,17-20,Single,2.0,1,0
1247,male,17-20,Single,2.0,2,1
1248,male,17-20,Single,2.0,2,1
1249,male,21-24,'In a relationship',2.0,2,0
1250,male,21-24,'In a relationship',2.0,1,0
1251,male,21-24,'In a relationship',2.0,1,0
1252,male,21-24,'In a relationship',2.0,1,0
1253,male,21-24,'In a relationship',2.0,2,1
1254,male,21-24,'In a relationship',2.0,1,0
1255,male,17-20,Single,3-4,2,1
1256,male,17-20,Single,3-4,1,0
1257,male,21-24,Single,3-4,1,-1
1258,male,21-24,Single,3-4,1,0
1259,male,21-24,Single,3-4,1,-1
1260,male,21-24,Single,3-4,2,0
1261,male,21-24,Single,3-4,2,1
1262,male,21-24,Single,3-4,1,0
1263,male,21-24,Single,3-4,1,0
1264,male,21-24,Single,3-4,1,0
1265,male,25-28,Single,2.0,2,1
1266,male,25-28,Single,2.0,2,1
1267,female,21-24,Single,2.0,2,1
1268,female,21-24,Single,2.0,1,0
1269,female,21-24,Single,2.0,1,0
1270,female,21-24,Single,2.0,1,0
1271,female,21-24,Single,2.0,1,0
1272,female,21-24,Single,2.0,1,0
1273,female,21-24,Single,2.0,1,0
1274,female,21-24,Single,2.0,1,0
1275,male,21-24,Single,2.0,1,0
1276,male,21-24,Single,2.0,2,1
1277,female,25-28,Single,2.0,2,1
1278,female,25-28,Single,2.0,1,0
1279,female,25-28,Single,2.0,1,0
1280,female,25-28,Single,2.0,1,0
1281,female,25-28,Single,2.0,1,0
1282,female,25-28,Single,2.0,1,0
1283,female,25-28,Single,2.0,1,0
1284,female,25-28,Single,2.0,1,0
1285,female,25-28,Single,2.0,1,0
1286,female,25-28,Single,2.0,1,0
1287,female,25-28,Single,2.0,1,0
1288,female,25-28,Single,2.0,2,1
1289,male,33-36,Married,2.0,1,0
1290,male,33-36,Married,2.0,1,0
1291,male,33-36,Single,2.0,1,0
1292,male,33-36,Single,2.0,1,0
1293,male,33-36,Single,2.0,1,0
1294,male,33-36,Single,2.0,1,0
1295,male,33-36,Single,2.0,1,0
1296,male,33-36,Single,2.0,1,0
1297,male,33-36,Single,2.0,1,0
1298,male,33-36,Single,2.0,1,0
1299,male,33-36,Single,2.0,1,0
1300,male,33-36,Single,2.0,1,0
1301,male,33-36,Single,2.0,1,0
1302,male,33-36,Single,2.0,1,0
1303,male,33-36,Single,2.0,1,0
1304,male,33-36,Single,2.0,1,0
1305,male,25-28,'In a relationship',2.0,2,1
1306,male,25-28,'In a relationship',2.0,1,0
1307,male,25-28,'In a relationship',2.0,1,-1
1308,male,25-28,'In a relationship',2.0,1,0
1309,male,25-28,'In a relationship',2.0,1,0
1310,male,25-28,'In a relationship',2.0,1,0
1311,male,25-28,'In a relationship',2.0,1,-1
1312,male,25-28,'In a relationship',2.0,1,0
1313,male,25-28,'In a relationship',2.0,1,-1
1314,male,25-28,'In a relationship',2.0,1,0
1315,male,25-28,'In a relationship',2.0,1,-1
1316,male,25-28,'In a relationship',2.0,1,-1
1317,male,25-28,'In a relationship',2.0,1,-1
1318,male,25-28,'In a relationship',2.0,1,0
1319,female,37-50,Married,2.0,1,0
1320,female,37-50,Married,2.0,1,0
1321,female,37-50,Married,2.0,1,0
1322,female,37-50,Married,2.0,1,0
1323,female,37-50,Married,2.0,1,-2
1324,female,37-50,Married,2.0,1,0
1325,female,37-50,Married,2.0,1,0
1326,female,37-50,Married,2.0,1,0
1327,female,37-50,Married,2.0,1,0
1328,female,37-50,Married,2.0,1,0
1329,male,25-28,'In a relationship',3-4,1,0
1330,male,25-28,'In a relationship',3-4,1,0
1331,male,25-28,'In a relationship',3-4,2,1
1332,male,25-28,'In a relationship',3-4,1,-1
1333,male,25-28,'In a relationship',3-4,1,0
1334,female,17-20,'In a relationship',3-4,1,0
1335,female,17-20,'In a relationship',3-4,1,0
1336,female,17-20,'In a relationship',2.0,2,1
1337,female,17-20,'In a relationship',2.0,1,0
1338,female,17-20,'In a relationship',2.0,1,-2
1339,female,17-20,'In a relationship',2.0,1,0
1340,female,17-20,'In a relationship',2.0,1,0
1341,male,21-24,Single,2.0,1,0
1342,male,21-24,Single,2.0,1,0
1343,male,21-24,Single,2.0,2,1
1344,male,21-24,Single,2.0,2,1
1345,male,21-24,Single,2.0,1,0
1346,male,21-24,Single,2.0,1,0
1347,male,21-24,Single,2.0,2,1
1348,male,21-24,Single,2.0,1,0
1349,male,21-24,Single,2.0,1,0
1350,male,21-24,Single,2.0,1,0
1351,male,21-24,Single,2.0,1,0
1352,male,21-24,Single,2.0,1,0
1353,male,21-24,Single,2.0,1,0
1354,male,21-24,Single,2.0,2,1
1355,male,21-24,Single,2.0,1,0
1356,male,21-24,Single,2.0,1,0
1357,male,21-24,Single,2.0,1,0
1358,male,21-24,Single,2.0,1,0
1359,male,21-24,'In a relationship',2.0,1,0
1360,male,21-24,'In a relationship',2.0,1,0
1361,male,21-24,'In a relationship',2.0,1,0
1362,male,21-24,'In a relationship',2.0,1,0
1363,male,21-24,'In a relationship',2.0,1,0
1364,male,21-24,'In a relationship',2.0,1,0
1365,male,21-24,'In a relationship',2.0,1,0
1366,male,21-24,'In a relationship',2.0,1,0
1367,male,21-24,'In a relationship',2.0,1,0
1368,male,21-24,'In a relationship',2.0,1,0
1369,male,21-24,'In a relationship',2.0,1,0
1370,male,17-20,Single,2.0,2,1
1371,male,17-20,Single,2.0,2,1
1372,male,17-20,Single,2.0,1,0
1373,male,17-20,Single,2.0,1,0
1374,male,17-20,Single,2.0,1,0
1375,male,17-20,Single,2.0,2,1
1376,male,17-20,Single,2.0,2,0
1377,male,17-20,Single,2.0,1,0
1378,male,17-20,Single,2.0,2,1
1379,male,17-20,Single,2.0,1,-1
1380,male,17-20,Single,2.0,1,-1
1381,male,17-20,Single,2.0,1,0
1382,male,17-20,'In a relationship',2.0,2,0
1383,male,17-20,'In a relationship',2.0,1,0
1384,male,17-20,'In a relationship',2.0,2,0
1385,male,17-20,'In a relationship',2.0,1,0
1386,male,17-20,'In a relationship',2.0,1,0
1387,male,17-20,'In a relationship',2.0,1,0
1388,male,21-24,Single,2.0,2,1
1389,male,21-24,Single,2.0,1,0
1390,male,21-24,Single,2.0,1,0
1391,male,21-24,Single,2.0,1,0
1392,male,21-24,Single,2.0,2,1
1393,male,21-24,Single,2.0,2,1
1394,male,21-24,Single,2.0,2,1
1395,male,21-24,Single,2.0,2,1
1396,male,21-24,Single,2.0,2,1
1397,male,21-24,Single,2.0,1,0
1398,male,21-24,Single,2.0,1,0
1399,male,21-24,Single,2.0,1,0
1400,male,21-24,Single,2.0,1,0
1401,male,21-24,Single,2.0,1,0
1402,male,21-24,Single,2.0,2,1
1403,male,21-24,Single,2.0,1,0
1404,male,21-24,'In a relationship',2.0,1,0
1405,male,21-24,'In a relationship',2.0,1,0
1406,male,21-24,'In a relationship',2.0,1,0
1407,male,21-24,'In a relationship',2.0,1,0
1408,male,21-24,'In a relationship',2.0,1,0
1409,male,21-24,'In a relationship',2.0,1,0
1410,male,21-24,'In a relationship',2.0,1,0
1411,male,21-24,'In a relationship',2.0,1,0
1412,male,21-24,'In a relationship',2.0,1,0
1413,male,21-24,Single,2.0,1,0
1414,male,21-24,Single,2.0,2,1
1415,male,21-24,Single,2.0,1,0
1416,male,21-24,Single,2.0,1,0
1417,male,21-24,Single,2.0,1,0
1418,male,21-24,Single,2.0,1,0
1419,male,21-24,Single,2.0,1,0
1420,male,21-24,Single,2.0,1,0
1421,female,25-28,'In a relationship',3-4,3,1
1422,female,25-28,'In a relationship',3-4,2,1
1423,male,51-80,'In a relationship',2.0,1,0
1424,male,25-28,Single,2.0,1,0
1425,male,25-28,Single,2.0,1,0
1426,male,25-28,Single,2.0,2,1
1427,male,25-28,Single,2.0,1,0
1428,male,25-28,Single,2.0,2,1
1429,male,25-28,Single,2.0,2,1
1430,male,25-28,Single,2.0,2,1
1431,male,25-28,Single,2.0,1,-1
1432,male,25-28,Single,2.0,2,0
1433,male,25-28,Single,2.0,1,0
1434,male,25-28,Single,2.0,3,2
1435,male,25-28,Single,2.0,1,0
1436,male,21-24,Single,2.0,1,0
1437,male,21-24,Single,2.0,1,0
1438,male,21-24,Single,2.0,1,0
1439,male,21-24,Single,2.0,2,1
1440,male,21-24,Single,2.0,2,1
1441,male,21-24,Single,2.0,1,0
1442,male,21-24,Single,2.0,1,0
1443,male,21-24,Single,2.0,1,0
1444,male,21-24,Single,2.0,1,0
1445,male,21-24,Single,2.0,1,0
1446,male,21-24,Single,2.0,1,0
1447,male,25-28,Engaged,2.0,1,0
1448,male,25-28,Engaged,2.0,1,0
1449,male,25-28,Engaged,2.0,2,1
1450,male,25-28,Engaged,2.0,1,0
1451,male,25-28,Engaged,2.0,1,0
1452,male,25-28,Engaged,2.0,1,0
1453,male,25-28,Engaged,2.0,1,0
1454,male,25-28,Engaged,2.0,2,1
1455,male,25-28,Engaged,2.0,1,0
1456,male,25-28,Engaged,2.0,1,0
1457,male,25-28,Engaged,2.0,2,1
1458,male,25-28,Engaged,2.0,1,0
1459,female,21-24,'In a relationship',2.0,1,0
1460,female,21-24,'In a relationship',2.0,2,1
1461,female,21-24,'In a relationship',2.0,1,0
1462,female,21-24,'In a relationship',2.0,3,2
1463,female,21-24,'In a relationship',2.0,1,0
1464,female,21-24,'In a relationship',2.0,2,1
1465,female,21-24,'In a relationship',2.0,1,0
1466,female,21-24,'In a relationship',2.0,1,0
1467,female,21-24,'In a relationship',2.0,1,0
1468,female,21-24,'In a relationship',2.0,2,1
1469,female,21-24,'In a relationship',2.0,1,0
1470,female,21-24,'In a relationship',2.0,1,0
1471,female,21-24,'In a relationship',2.0,1,0
1472,female,21-24,'In a relationship',2.0,1,0
1473,female,21-24,'In a relationship',2.0,1,0
1474,female,21-24,'In a relationship',2.0,2,1
1475,male,21-24,'In a relationship',2.0,2,1
1476,female,21-24,'In a relationship',2.0,1,0
1477,male,21-24,'In a relationship',2.0,1,0
1478,male,21-24,'In a relationship',2.0,1,0
1479,male,21-24,'In a relationship',2.0,1,0
1480,male,21-24,'In a relationship',2.0,1,-1
1481,male,21-24,'In a relationship',2.0,1,0
1482,male,21-24,'In a relationship',2.0,1,0
1483,female,21-24,'In a relationship',2.0,1,0
1484,female,21-24,'In a relationship',2.0,1,0
1485,female,21-24,'In a relationship',2.0,1,0
1486,female,21-24,'In a relationship',2.0,1,-1
1487,male,21-24,'In a relationship',2.0,1,0
1488,male,21-24,'In a relationship',2.0,1,0
1489,male,21-24,'In a relationship',2.0,1,0
1490,male,21-24,'In a relationship',2.0,1,-1
1491,male,21-24,'In a relationship',2.0,1,0
1492,male,21-24,'In a relationship',2.0,2,1
1493,female,21-24,'In a relationship',2.0,1,0
1494,female,21-24,'In a relationship',2.0,2,1
1495,female,21-24,'In a relationship',2.0,1,0
1496,female,21-24,'In a relationship',2.0,2,1
1497,female,21-24,'In a relationship',2.0,2,1
1498,female,21-24,'In a relationship',2.0,1,-1
1499,male,21-24,'In a relationship',2.0,2,1
1500,female,21-24,'In a relationship',2.0,1,0
1501,male,21-24,'In a relationship',2.0,2,1
1502,female,21-24,'In a relationship',2.0,1,0
1503,male,21-24,'In a relationship',2.0,1,-1
1504,female,21-24,'In a relationship',2.0,1,0
1505,male,21-24,'In a relationship',2.0,1,0
1506,female,21-24,'In a relationship',2.0,1,0
1507,male,21-24,'In a relationship',2.0,1,0
1508,female,21-24,'In a relationship',2.0,1,0
1509,male,21-24,'In a relationship',2.0,1,0
1510,female,21-24,'In a relationship',2.0,1,0
1511,male,21-24,'In a relationship',2.0,1,0
1512,male,21-24,'In a relationship',2.0,1,-1
1513,female,21-24,'In a relationship',2.0,1,0
1514,female,21-24,'In a relationship',2.0,1,-1
1515,male,21-24,'In a relationship',2.0,1,0
1516,female,21-24,'In a relationship',2.0,1,0
1517,female,21-24,'In a relationship',2.0,2,1
1518,female,21-24,'In a relationship',2.0,1,0
1519,female,21-24,'In a relationship',2.0,1,0
1520,female,21-24,'In a relationship',2.0,1,-1
1521,female,21-24,'In a relationship',2.0,1,0
1522,female,21-24,'In a relationship',2.0,1,0
1523,female,21-24,'In a relationship',2.0,1,0
1524,female,21-24,'In a relationship',2.0,1,0
1525,female,21-24,'In a relationship',2.0,1,0
1526,female,21-24,'In a relationship',2.0,1,0
1527,female,21-24,'In a relationship',2.0,1,-1
1528,female,21-24,'In a relationship',2.0,1,-1
1529,female,21-24,'In a relationship',2.0,2,1
1530,female,21-24,'In a relationship',2.0,1,0
1531,female,21-24,'In a relationship',2.0,1,0
1532,female,21-24,'In a relationship',2.0,1,-1
1533,female,21-24,'In a relationship',2.0,1,0
1534,female,21-24,'In a relationship',2.0,1,0
1535,female,21-24,'In a relationship',2.0,1,0
1536,female,21-24,'In a relationship',2.0,1,0
1537,female,21-24,'In a relationship',2.0,1,0
1538,female,21-24,'In a relationship',2.0,1,0
1539,female,21-24,'In a relationship',2.0,1,0
1540,female,21-24,'In a relationship',2.0,1,0
1541,female,21-24,'In a relationship',2.0,1,0
1542,female,21-24,'In a relationship',2.0,1,0
1543,female,21-24,'In a relationship',2.0,1,0
1544,female,21-24,'In a relationship',2.0,1,0
1545,female,21-24,'In a relationship',2.0,1,0
1546,female,21-24,'In a relationship',2.0,1,0
1547,female,21-24,'In a relationship',2.0,1,0
1548,female,21-24,'In a relationship',2.0,1,0
1549,female,21-24,'In a relationship',2.0,1,0
1550,female,21-24,'In a relationship',2.0,1,0
1551,female,21-24,'In a relationship',2.0,1,0
1552,male,21-24,Single,2.0,1,0
1553,female,21-24,'In a relationship',2.0,1,0
1554,female,21-24,'In a relationship',2.0,1,0
1555,male,21-24,Single,2.0,1,0
1556,female,21-24,'In a relationship',2.0,1,0
1557,female,21-24,'In a relationship',2.0,1,0
1558,male,21-24,Single,2.0,1,0
1559,female,21-24,'In a relationship',2.0,1,0
1560,male,21-24,Single,2.0,1,0
1561,female,21-24,'In a relationship',2.0,2,1
1562,male,21-24,Single,2.0,1,0
1563,female,21-24,'In a relationship',2.0,1,0
1564,male,21-24,Single,2.0,1,0
1565,male,21-24,Single,2.0,1,0
1566,female,21-24,'In a relationship',2.0,1,0
1567,male,21-24,Single,2.0,1,-1
1568,female,21-24,'In a relationship',2.0,1,0
1569,female,21-24,'In a relationship',2.0,2,1
1570,female,21-24,'In a relationship',2.0,2,1
1571,female,21-24,'In a relationship',2.0,1,0
1572,female,21-24,'In a relationship',2.0,1,0
1573,female,21-24,'In a relationship',2.0,2,1
1574,female,21-24,'In a relationship',2.0,2,1
1575,female,21-24,'In a relationship',2.0,1,0
1576,female,21-24,'In a relationship',2.0,2,1
1577,female,21-24,'In a relationship',2.0,2,1
1578,female,21-24,'In a relationship',2.0,1,0
1579,female,21-24,'In a relationship',2.0,1,0
1580,female,21-24,'In a relationship',2.0,2,1
1581,female,21-24,'In a relationship',2.0,1,0
1582,female,21-24,'In a relationship',2.0,1,0
1583,female,21-24,'In a relationship',2.0,1,0
1584,female,21-24,'In a relationship',2.0,2,1
1585,female,21-24,'In a relationship',2.0,1,0
1586,female,21-24,'In a relationship',2.0,1,0
1587,female,21-24,'In a relationship',2.0,2,1
1588,female,21-24,'In a relationship',2.0,1,0
1589,female,21-24,'In a relationship',2.0,2,1
1590,female,21-24,'In a relationship',2.0,2,1
1591,female,21-24,'In a relationship',2.0,1,-1
1592,female,21-24,'In a relationship',2.0,1,0
1593,male,25-28,'In a relationship',2.0,1,0
1594,female,21-24,'In a relationship',2.0,1,0
1595,male,25-28,'In a relationship',2.0,1,0
1596,male,25-28,'In a relationship',2.0,1,0
1597,female,21-24,'In a relationship',2.0,1,0
1598,female,21-24,'In a relationship',2.0,2,1
1599,male,25-28,'In a relationship',2.0,1,0
1600,female,21-24,'In a relationship',2.0,1,0
1601,male,25-28,'In a relationship',2.0,1,0
1602,female,21-24,'In a relationship',2.0,2,1
1603,male,25-28,'In a relationship',2.0,1,0
1604,male,25-28,'In a relationship',2.0,1,0
1605,female,21-24,'In a relationship',2.0,1,0
1606,male,25-28,'In a relationship',2.0,1,0
1607,male,25-28,'In a relationship',2.0,1,0
1608,female,21-24,'In a relationship',2.0,1,0
1609,female,21-24,'In a relationship',2.0,1,0
1610,male,25-28,'In a relationship',2.0,1,0
1611,female,21-24,'In a relationship',2.0,1,0
1612,female,21-24,'In a relationship',2.0,1,0
1613,male,25-28,'In a relationship',2.0,1,0
1614,female,21-24,'In a relationship',2.0,1,0
1615,female,21-24,'In a relationship',2.0,2,1
1616,female,21-24,'In a relationship',2.0,2,1
1617,female,21-24,'In a relationship',2.0,1,0
1618,female,21-24,'In a relationship',2.0,1,0
1619,female,21-24,'In a relationship',2.0,3,2
1620,female,21-24,'In a relationship',2.0,2,1
1621,female,21-24,'In a relationship',2.0,1,0
1622,female,21-24,'In a relationship',2.0,1,0
1623,female,21-24,'In a relationship',2.0,1,0
1624,female,21-24,'In a relationship',2.0,1,0
1625,female,21-24,'In a relationship',2.0,2,1
1626,female,21-24,'In a relationship',2.0,1,0
1627,female,21-24,'In a relationship',2.0,1,0
1628,female,21-24,'In a relationship',2.0,1,0
1629,female,21-24,'In a relationship',2.0,1,0
1630,female,21-24,'In a relationship',2.0,1,0
1631,female,21-24,'In a relationship',2.0,1,0
1632,female,21-24,'In a relationship',2.0,1,0
1633,female,21-24,'In a relationship',2.0,1,0
1634,female,21-24,'In a relationship',2.0,1,0
1635,female,21-24,'In a relationship',2.0,1,0
1636,female,21-24,'In a relationship',2.0,1,0
1637,female,21-24,'In a relationship',2.0,1,0
1638,female,21-24,'In a relationship',2.0,1,0
1639,female,21-24,'In a relationship',2.0,1,0
1640,female,21-24,'In a relationship',2.0,2,1
1641,male,17-20,Single,2.0,2,0
1642,female,21-24,'In a relationship',2.0,2,1
1643,male,17-20,Single,2.0,2,1
1644,female,21-24,'In a relationship',2.0,1,0
1645,female,21-24,'In a relationship',2.0,1,0
1646,male,17-20,Single,2.0,1,-1
1647,female,21-24,'In a relationship',2.0,1,0
1648,male,17-20,Single,2.0,1,-1
1649,female,21-24,'In a relationship',2.0,1,-1
1650,male,17-20,Single,2.0,1,0
1651,male,17-20,Single,2.0,2,1
1652,female,21-24,'In a relationship',2.0,2,1
1653,male,17-20,Single,2.0,1,0
1654,male,17-20,Single,2.0,2,1
1655,female,21-24,'In a relationship',2.0,2,1
1656,female,21-24,'In a relationship',2.0,1,0
1657,female,21-24,'In a relationship',2.0,1,0
1658,female,21-24,'In a relationship',2.0,1,0
1659,female,21-24,'In a relationship',2.0,1,0
1660,female,21-24,'In a relationship',2.0,1,0
1661,female,21-24,'In a relationship',2.0,1,0
1662,female,21-24,'In a relationship',2.0,1,0
1663,female,21-24,'In a relationship',2.0,1,0
1664,female,21-24,'In a relationship',2.0,1,0
1665,female,21-24,'In a relationship',2.0,1,0
1666,female,21-24,'In a relationship',2.0,1,0
1667,female,21-24,'In a relationship',2.0,1,0
1668,female,21-24,'In a relationship',2.0,1,0
1669,female,21-24,'In a relationship',2.0,2,1
1670,female,21-24,'In a relationship',2.0,1,0
1671,female,21-24,'In a relationship',2.0,1,0
1672,female,21-24,'In a relationship',2.0,1,0
1673,female,21-24,'In a relationship',2.0,1,0
1674,female,21-24,'In a relationship',2.0,1,0
1675,female,21-24,'In a relationship',2.0,1,0
1676,female,21-24,'In a relationship',2.0,3,2
1677,female,21-24,'In a relationship',2.0,1,-1
1678,female,21-24,'In a relationship',2.0,2,1
1679,female,21-24,'In a relationship',2.0,1,0
1680,female,21-24,'In a relationship',2.0,1,0
1681,female,21-24,'In a relationship',2.0,1,0
1682,female,21-24,'In a relationship',2.0,2,1
1683,female,21-24,'In a relationship',2.0,2,1
1684,female,21-24,'In a relationship',2.0,2,1
1685,female,21-24,'In a relationship',2.0,1,0
1686,female,21-24,'In a relationship',2.0,1,0
1687,female,21-24,'In a relationship',2.0,1,0
1688,female,21-24,'In a relationship',2.0,2,1
1689,female,21-24,'In a relationship',2.0,1,0
1690,female,21-24,'In a relationship',2.0,1,0
1691,female,21-24,'In a relationship',2.0,1,0
1692,female,21-24,'In a relationship',2.0,1,0
1693,female,21-24,'In a relationship',2.0,2,1
1694,female,21-24,'In a relationship',2.0,1,0
1695,female,21-24,'In a relationship',2.0,1,0
1696,female,21-24,'In a relationship',2.0,1,0
1697,female,21-24,'In a relationship',2.0,1,0
1698,female,21-24,'In a relationship',2.0,1,0
1699,female,21-24,'In a relationship',2.0,1,0
1700,female,21-24,'In a relationship',2.0,1,0
1701,female,21-24,'In a relationship',2.0,1,0
1702,female,21-24,'In a relationship',2.0,1,0
1703,female,21-24,'In a relationship',2.0,1,0
1704,female,21-24,'In a relationship',2.0,1,0
1705,female,21-24,'In a relationship',2.0,1,0
1706,female,21-24,'In a relationship',2.0,3,2
1707,male,21-24,'In a relationship',2.0,3,2
1708,male,21-24,'In a relationship',2.0,1,0
1709,male,21-24,'In a relationship',2.0,1,0
1710,female,21-24,'In a relationship',2.0,1,0
1711,female,21-24,'In a relationship',2.0,1,0
1712,female,21-24,'In a relationship',2.0,1,0
1713,female,21-24,'In a relationship',2.0,1,0
1714,female,21-24,'In a relationship',2.0,1,0
1715,female,21-24,'In a relationship',2.0,2,1
1716,female,21-24,'In a relationship',2.0,1,0
1717,male,21-24,'In a relationship',2.0,1,0
1718,male,21-24,'In a relationship',2.0,2,1
1719,male,21-24,'In a relationship',2.0,1,0
1720,male,21-24,'In a relationship',2.0,1,-1
1721,male,21-24,'In a relationship',2.0,1,-1
1722,male,21-24,'In a relationship',2.0,1,0
1723,female,21-24,'In a relationship',2.0,2,1
1724,female,21-24,'In a relationship',2.0,1,0
1725,male,21-24,'In a relationship',2.0,1,0
1726,female,21-24,'In a relationship',2.0,1,0
1727,female,21-24,'In a relationship',2.0,1,0
1728,female,21-24,'In a relationship',2.0,1,0
1729,female,21-24,'In a relationship',2.0,1,0
1730,female,21-24,'In a relationship',2.0,1,0
1731,female,21-24,'In a relationship',2.0,1,0
1732,female,21-24,'In a relationship',2.0,1,0
1733,female,21-24,'In a relationship',2.0,1,0
1734,female,21-24,'In a relationship',2.0,2,1
1735,female,21-24,'In a relationship',2.0,2,1
1736,female,21-24,'In a relationship',2.0,2,1
1737,female,21-24,'In a relationship',2.0,1,0
1738,female,21-24,'In a relationship',2.0,1,0
1739,female,21-24,'In a relationship',2.0,1,0
1740,female,21-24,'In a relationship',2.0,1,0
1741,female,21-24,'In a relationship',2.0,1,0
1742,female,21-24,'In a relationship',2.0,1,0
1743,female,21-24,'In a relationship',2.0,1,0
1744,female,21-24,'In a relationship',2.0,1,0
1745,female,21-24,'In a relationship',2.0,1,0
1746,female,21-24,'In a relationship',2.0,2,1
1747,female,21-24,'In a relationship',2.0,1,0
1748,female,21-24,'In a relationship',2.0,2,1
1749,female,21-24,'In a relationship',2.0,1,0
1750,female,21-24,'In a relationship',2.0,1,0
1751,female,21-24,'In a relationship',2.0,1,0
1752,female,21-24,'In a relationship',2.0,1,0
1753,female,21-24,'In a relationship',2.0,1,0
1754,female,21-24,'In a relationship',2.0,1,0
1755,female,21-24,'In a relationship',2.0,2,1
1756,female,21-24,'In a relationship',2.0,1,0
1757,female,21-24,'In a relationship',2.0,1,0
1758,female,21-24,'In a relationship',2.0,1,0
1759,female,21-24,'In a relationship',2.0,1,0
1760,female,21-24,'In a relationship',2.0,3,2
1761,female,21-24,'In a relationship',2.0,2,1
1762,female,21-24,'In a relationship',2.0,1,0
1763,female,21-24,'In a relationship',2.0,3,2
1764,female,21-24,'In a relationship',2.0,1,0
1765,female,21-24,'In a relationship',2.0,1,0
1766,female,21-24,'In a relationship',2.0,2,1
1767,female,21-24,'In a relationship',2.0,2,1
1768,female,21-24,'In a relationship',2.0,2,1
1769,female,21-24,'In a relationship',2.0,1,0
1770,female,21-24,'In a relationship',2.0,2,1
1771,female,21-24,'In a relationship',2.0,2,1
1772,female,21-24,'In a relationship',2.0,2,1
1773,female,21-24,'In a relationship',2.0,1,0
1774,female,21-24,'In a relationship',2.0,1,0
1775,female,21-24,'In a relationship',2.0,1,0
1776,female,21-24,'In a relationship',2.0,2,1
1777,female,21-24,'In a relationship',2.0,1,0
1778,female,21-24,'In a relationship',2.0,1,0
1779,female,21-24,'In a relationship',2.0,1,0
1780,female,21-24,'In a relationship',2.0,1,0
1781,female,21-24,'In a relationship',2.0,1,0
1782,female,21-24,'In a relationship',2.0,2,1
1783,female,21-24,'In a relationship',2.0,1,0
1784,female,21-24,'In a relationship',2.0,1,0
1785,female,21-24,'In a relationship',2.0,1,0
1786,female,21-24,'In a relationship',2.0,1,0
1787,female,21-24,'In a relationship',2.0,1,0
1788,female,21-24,'In a relationship',2.0,1,0
1789,female,21-24,'In a relationship',2.0,2,1
1790,female,21-24,'In a relationship',2.0,2,0
1791,female,21-24,'In a relationship',2.0,1,0
1792,female,21-24,'In a relationship',2.0,1,0
1793,female,21-24,'In a relationship',2.0,1,0
1794,female,21-24,'In a relationship',2.0,1,0
1795,female,21-24,'In a relationship',2.0,1,0
1796,female,21-24,'In a relationship',2.0,1,0
1797,female,21-24,'In a relationship',2.0,1,0
1798,female,21-24,'In a relationship',2.0,2,1
1799,female,21-24,'In a relationship',2.0,2,1
1800,female,21-24,'In a relationship',2.0,1,0
1801,female,21-24,'In a relationship',2.0,1,0
1802,male,21-24,'In a relationship',2.0,1,0
1803,female,21-24,'In a relationship',2.0,1,0
1804,female,21-24,'In a relationship',2.0,1,0
1805,female,21-24,'In a relationship',2.0,2,1
1806,female,21-24,'In a relationship',2.0,2,1
1807,male,21-24,'In a relationship',2.0,2,0
